Rank,Question,Bot Response,Confidence
482,where can i see my fall schedule,"You can view your fall class schedule at St. John's University by logging into St. John’s Connect and clicking on the “New UIS Experience.” Then, scroll down to the card labeled “Registration” and click on the tab that says “Look Up a Schedule.” You can also use the mobile Connect App by logging in and locating the tile labeled “Student Schedule.” Additionally, you can log in to the Sign-On portal and click “Connect” to see your schedule displayed on the right side of the page. If you need further assistance, visit [St. John's IT Help](https://ithelp.stjohns.edu) or call the Service Desk at 718-990-5000.",high
483,degree works,"To access DegreeWorks at St. John's University, follow these steps:

1. Sign in to the portal at [https://signon.stjohns.edu](https://signon.stjohns.edu/).
2. Once logged on, click the ""DegreeWorks"" widget to access the Student Advisement Report.
3. A report is automatically generated as soon as you log in to DegreeWorks, with data broken down into individual cards representing areas to be met for your degree progress.

If you need assistance with logging in, you can refer to the [Student Instructions](https://ithelp.stjohns.edu/a/solutions/articles/16000014264). If you need your password reset, follow the instructions [here](https://ithelp.stjohns.edu/a/solutions/articles/16000016496). For additional questions, contact your Advisor or the Office of the Registrar at [registrars@stjohns.edu](mailto:registrars@stjohns.edu) or 718-990-1339.",high
484,center for student success,"The Center for Student Success at St. John's University is located in St. Augustine Hall (University Library), Room 104.",high
485,school colors,,low
486,transfer,"At every point in your transfer journey, you'll experience personalized attention from a team of admissions, financial aid, and academic advisers. Visit [Transfer Admission](https://www.stjohns.edu/admission/st-johns-welcomes-transfer-students) to learn more and apply!",high
487,does st john require sat scores,"Point to: ""how to apply""",high
488,is financial aid available for international students,"Yes, financial aid is available for international students at St. John's University. A limited number of Graduate/Teaching/Research Assistantships and Fellowships are available within academic and administrative departments. Recipients of assistantships work to assist University faculty or departments, while fellowship recipients earn funds for research. New graduate applicants interested in these opportunities should complete an online application through their student portal.",high
489,i want to cancel my enrollment,"To cancel your enrollment at St. John's University, you must officially notify the university of your change in status. If you want to drop all your classes, you must inform your Dean in writing. It is recommended to visit the Dean’s Office in person to discuss your decision. If an in-person meeting is not possible, you should put your request to withdraw from classes in writing. For further assistance, you can contact the Office of Undergraduate Admission at [admhelp@stjohns.edu](mailto:admhelp@stjohns.edu).",high
490,what is the high school gpa requirement to attend st johns,"Point to: ""what are the gpa requirements for admission to st. john's university?""",high
491,how do i cancel enrollment and get a refund on my deposit,"If you are not eligible or no longer interested in participating in the selection process, you must log in to the [St. John's Housing Portal](https://stjohns.starrezhousing.com/StarRezPortalX) and complete the deposit refund form (found under the self-service forms tab) by the deadlines established in the Housing Calendar. 

<br/>If you wish to decline your housing and meal plan after making a selection, please log into the [St. John's Housing Portal](https://stjohns.starrezhousing.com/StarRezPortalX) and complete a Housing Decline form. This will cancel your room and board selections, and cancel your housing application.

**Deposits for incoming students, new transfers, and new graduate students are non-refundable**.",high
492,it contact,"You can contact St. John's University for assistance through the following means:

- **International Student and Scholar Services**: Email iss@stjohns.edu or call 718-990-6083. You can also schedule an appointment with an International Student Advisor [here](https://www.stjohns.edu/admission/international-admission/international-student-and-scholar-services).

- **Student Financial Services**: Email [studentfinancialserv@stjohns.edu](mailto:studentfinancialserv@stjohns.edu) or call 718-990-2000. Verification documents can be uploaded [here](https://stjohnsfinancialservices.docmgt.cloud/Form/sjufinaidportal).

- **Registrar & Student Records**: Email [registrar@stjohns.edu](mailto:registrar@stjohns.edu).

- **IT and Laptop Assistance**: Call 718-990-5000 and visit [this page](https://www.stjohns.edu/about/leadership-and-administration/administrative-offices/information-technology).

- **Counseling Services**: Visit [this page](https://www.stjohns.edu/life-st-johns/health-and-wellness/center-counseling-and-cons",high
493,clubs,"Point to: ""can you give me a list of all the clubs on campus""",high
494,how do i register for freshmen orientation,"To register for freshman orientation, you must first pay your deposit. After that, you can register for the Orientation Connection Days. If you have any questions, you can contact orientation@stjohns.edu or call 718-990-5353. For more information, you can check the [New Student Guide Checklist](https://www.stjohns.edu/admission/undergraduate-admission/accepted-students/new-student-guide-checklist).",high
495,how do i change my password,"Point to: ""solutions reset password""",high
496,directory,"If you are a current employee or student, you can find the directory by logging into [Sign-On](https://signon.stjohns.edu) and searching for the Employee Directory icon. The directory is only available to active employees and students.",high
497,the graduation ceremony will be on monday may 19 2024,"Point to: ""solutions graduation""",high
498,how do i submit my final highschool transcript,"To submit your final high school transcript to St. John's University, you can send an official transcript directly to:

St. John's University  
Office of Transfer Admission  
8000 Utopia Pkwy.  
Queens, NY 11439  

If you are requesting an electronic transcript, it should be emailed directly from your previous institution's official school email domain to [transfers@stjohns.edu](mailto:transfers@stjohns.edu).",high
499,registrar office email,The email address for the registrar's office at St. John's University is [registrars@stjohns.edu](mailto:registrars@stjohns.edu).,high
